param level:=0; 
param p:= 5; 
param uba:= 2; 
param halfn:= 11; 
param: i:
       Mset:=
      1 0
      2 0
      3 0
      4 1
      5 1
      6 2
      7 2
      8 2
      9 1
      10 1
      11 1; 
param T:  1 2 3 4 5 6 7 8 9 10 11:=
        1 1 4 0 4 4 4 3 1 3 0 0
        2 0 1 4 0 4 4 4 3 1 3 0
        3 0 0 1 4 0 4 4 4 3 1 3
        4 3 0 0 1 4 0 4 4 4 3 1
        5 1 3 0 0 1 4 0 4 4 4 3
        6 3 1 3 0 0 1 4 0 4 4 4
        7 4 3 1 3 0 0 1 4 0 4 4
        8 4 4 3 1 3 0 0 1 4 0 4
        9 4 4 4 3 1 3 0 0 1 4 0
        10 0 4 4 4 3 1 3 0 0 1 4
        11 4 0 4 4 4 3 1 3 0 0 1; 
param Q1:  1 2 3 4 5 6 7 8 9 10 11:=
        1 1 2 3 2 1 3 1 3 1 2 2
        2 3 0 4 2 4 2 3 1 3 1 2
        3 2 2 1 2 2 0 2 3 1 3 1
        4 4 2 3 3 1 1 0 2 3 1 3
        5 3 2 3 0 0 1 1 0 2 3 1
        6 0 1 2 2 2 3 1 1 0 2 3
        7 1 2 1 1 2 2 3 1 1 0 2
        8 1 4 2 2 1 2 2 3 1 1 0
        9 4 1 0 1 3 1 2 2 3 1 1
        10 4 3 0 3 1 3 1 2 2 3 1
        11 0 2 4 2 3 1 3 1 2 2 3; 
param R1:  1 2 3 4 5 6 7 8 9 10 11:=
        1 1 0 0 0 0 0 0 0 0 0 0
        2 0 1 0 0 0 0 0 0 0 0 0
        3 0 0 1 0 0 0 0 0 0 0 0
        4 0 0 0 1 0 0 0 0 0 0 0
        5 0 0 0 0 1 0 0 0 0 0 0
        6 0 0 0 0 0 1 0 0 0 0 0
        7 0 0 0 0 0 0 1 0 0 0 0
        8 0 0 0 0 0 0 0 1 0 0 0
        9 0 0 0 0 0 0 0 0 1 0 0
        10 0 0 0 0 0 0 0 0 0 1 0
        11 0 0 0 0 0 0 0 0 0 0 1; 
param Q2:  1 2 3 4 5 6 7 8 9 10 11:=
        1 5 0 0 0 0 0 0 0 0 0 0
        2 0 5 0 0 0 0 0 0 0 0 0
        3 0 0 5 0 0 0 0 0 0 0 0
        4 0 0 0 5 0 0 0 0 0 0 0
        5 0 0 0 0 5 0 0 0 0 0 0
        6 0 0 0 0 0 5 0 0 0 0 0
        7 0 0 0 0 0 0 5 0 0 0 0
        8 0 0 0 0 0 0 0 5 0 0 0
        9 0 0 0 0 0 0 0 0 5 0 0
        10 0 0 0 0 0 0 0 0 0 5 0
        11 0 0 0 0 0 0 0 0 0 0 5; 
param J:  1 2 3 4 5 6 7 8 9 10 11:=
        1 -1.0 -2.0 -3.0 -2.0 -1.0 -3.0 -1.0 -3.0 -1.0 -2.0 -2.0
        2 -3.0 -0.0 -4.0 -2.0 -4.0 -2.0 -3.0 -1.0 -3.0 -1.0 -2.0
        3 -2.0 -2.0 -1.0 -2.0 -2.0 -0.0 -2.0 -3.0 -1.0 -3.0 -1.0
        4 -4.0 -2.0 -3.0 -3.0 -1.0 -1.0 -0.0 -2.0 -3.0 -1.0 -3.0
        5 -3.0 -2.0 -3.0 -0.0 -0.0 -1.0 -1.0 -0.0 -2.0 -3.0 -1.0
        6 -0.0 -1.0 -2.0 -2.0 -2.0 -3.0 -1.0 -1.0 -0.0 -2.0 -3.0
        7 -1.0 -2.0 -1.0 -1.0 -2.0 -2.0 -3.0 -1.0 -1.0 -0.0 -2.0
        8 -1.0 -4.0 -2.0 -2.0 -1.0 -2.0 -2.0 -3.0 -1.0 -1.0 -0.0
        9 -4.0 -1.0 -0.0 -1.0 -3.0 -1.0 -2.0 -2.0 -3.0 -1.0 -1.0
        10 -4.0 -3.0 -0.0 -3.0 -1.0 -3.0 -1.0 -2.0 -2.0 -3.0 -1.0
        11 -0.0 -2.0 -4.0 -2.0 -3.0 -1.0 -3.0 -1.0 -2.0 -2.0 -3.0; 
param H:  1 2 3 4 5 6 7 8 9 10 11:=
        1 5 0 0 0 0 0 0 0 0 0 0
        2 0 5 0 0 0 0 0 0 0 0 0
        3 0 0 5 0 0 0 0 0 0 0 0
        4 0 0 0 5 0 0 0 0 0 0 0
        5 0 0 0 0 5 0 0 0 0 0 0
        6 0 0 0 0 0 5 0 0 0 0 0
        7 0 0 0 0 0 0 5 0 0 0 0
        8 0 0 0 0 0 0 0 5 0 0 0
        9 0 0 0 0 0 0 0 0 5 0 0
        10 0 0 0 0 0 0 0 0 0 5 0
        11 0 0 0 0 0 0 0 0 0 0 5;
